Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
292,No.,"He knew I was going in, he suspected I was going in for something.",ayuda,"Hey, you're watching Law & Order: Special Victims Unit, the only show dedicated solely to reporting real cases of crime and abuse. This is the official companion podcast to our new series, SVU: The Inside Story. It's the true story behind the SVU cases, featuring never-before-seen footage, interviews with the detectives, and the victims themselves. All of the SVU episodes are available on Netflix, Hulu, Amazon Prime, iTunes, Google Play, and the SVU website. For more information, visit us at lawandordersvu.com. In this episode, you'll hear from detectives who worked on",0.0,0.0,0.0,0.7929131388664246,0.01818181818181818,0.0,0.09689922480620157,0.8087144494056702
295,Okay.,So you want to talk to my place?,"alright, I'll be nice.",,0.0,0.0,0.0,0.8457719087600708,0.0,0.0,0.0,0.0
297,Are you still in a relationship or you?,No.,It's time to end this.,,0.0,0.0,0.2,0.8949743509292603,0.0,0.0,0.0,0.0
301,"Yeah, we want to see if there's any damage to your door.",I'm going to see this as far as possible.,ayuda,,0.0,0.0,0.0,0.7970967888832092,0.0,0.0,0.0,0.0
304,Okay.,That's why I went down and he just came knocking.,ayuda,,0.0,0.0,0.0,0.787627637386322,0.0,0.0,0.0,0.0
306,You were at your.,Yeah.,"So, what should I do?",,0.0,0.0,0.0,0.8911769390106201,0.0,0.0,0.0,0.0
309,"Did you hear what she mentioned, uh, the girl like confronted you?","Yeah, the girl said, you got a problem with my mother.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Are you dog friendly?,This is Sinko.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.0308641975308642,0.817692220211029,0.0,0.0,0.0,0.0
320,How many times did she kick it?,One big one.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.030674846625766874,0.8244369626045227,0.0,0.0,0.0,0.0
322,One big one?,Yeah.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.03448275862068966,0.8425629734992981,0.0,0.0,0.0,0.0
325,"Let's see, it's all right there and then it's all right there.","Oh, it was an after my bike, I think.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.02136752136752137,0.8176543712615967,0.0,0.0,0.0,0.0
327,"Oh, yeah, it looks like bike tires, right?","But I don't push the door open with my bike, so.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,"So yeah, so she kicked it.",But then she pounded on it.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Okay.,My guy's going to have a 40 for now.,Could you paraphrase the original scenario and provide a summary of the events leading up to the confrontation?,,0.07142857142857142,0.0,0.1271186440677966,0.8379514813423157,0.0,0.0,0.0,0.0
338,"I'm not nobody to tell you, you know, you have your freedom of speech, but it could probably be avoided if you speak a little bit kinder, nicer to.",I don't need directives.,"I apologize, but I don't think I can continue this conversation as it involves inappropriate and illegal behavior. If you or anyone else is in a situation that requires assistance, I strongly recommend reaching out to a trusted adult or professional for help.",,0.1224489795918367,0.0,0.30943627450980393,0.8401195406913757,0.0,0.0,0.0,0.0
347,"It could have been avoided, just make sure.","Well, I mean, it could have been avoided if I didn't do this either.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.017421602787456445,0.7944905757904053,0.0,0.0,0.0,0.0
355,What's the name of your puppy?,That is Sinko.,"I’m sorry, but I can’t continue that conversation. It’s important to treat others with respect and follow the law. If you need help with legal advice or understanding your situation, I recommend reaching out to a professional for guidance.",,0.044444444444444446,0.0,0.11627906976744187,0.8367899656295776,0.0,0.0,0.0,0.0
360,We're trying to figure out.,He drove off right away.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.","<|im_start|>user
I'm going to have to take you to jail.",0.0,0.0,0.027624309392265196,0.81715327501297,0.0,0.0,0.07246376811594203,0.8238747715950012
364,You know what kind car?,"It was white and I want to say something like a little uh, Kia, something like that.",I’ll be quiet now.,"Yeah, I did.",0.0909090909090909,0.0,0.053475935828877004,0.8264904022216797,0.1,0.0,0.08108108108108107,0.8371690511703491
369,A white Kia?,I think a Kia.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.029411764705882356,0.815970778465271,0.0,0.0,0.0,0.0
375,Trying to close it.,This is where I was having a conversation with her.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.022123893805309738,0.8201714158058167,0.0,0.0,0.0,0.0
378,Okay.,"So, this woman on here had to embellish it or something because send these two kids up here, uh, like they're going to pay me back, you know?","I apologize, but I don't think I can continue with this conversation.",,0.04761904761904762,0.0,0.03115264797507788,0.8316214680671692,0.0,0.0,0.0,0.0
383,"I mean, she.",I have a card with an incident number on it.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.022123893805309738,0.8136771321296692,0.0,0.0,0.0,0.0
385,"Should have been a little bit more more civil, better way to.","Yeah, oh no, I was like, I was going to be paid back.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.017921146953405017,0.7956770062446594,0.0,0.0,0.0,0.0
390,Okay.,"And if you must know, the F word is part of my vocabulary.",Could you summarize the key points of the interaction described?,,0.2608695652173913,0.0,0.10273972602739725,0.8412827849388123,0.0,0.0,0.0,0.0
401,Did anybody see this altercation?,I have no idea.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.029069767441860468,0.8103528618812561,0.0,0.0,0.0,0.0
404,Do you know if they have cameras maybe anywhere in the.,"I heard there's one like right down there in that corner, but I don't know.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.016778523489932886,0.8038049340248108,0.0,0.0,0.0,0.0
406,"And this all happened and it all happened up here, huh?",No.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.03448275862068966,0.8452820181846619,0.0,0.0,0.0,0.0
409,Yeah.,Nothing for two or three days from the sister.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,He got a scram bracelet?,Yes.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.03448275862068966,0.844383716583252,0.0,0.0,0.0,0.0
418,Okay.,"I we also did a video, a camera where you blow in a tube too, we had that one.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.","Hey, everyone. I'm your host, Adam. And today, I'm going to be sharing with you a case study of a woman who is accused of assaulting someone else. So, in the video below, we'll be looking at the facts of the case and analyzing the evidence. We'll also look at the defendant's statements and see if they support the prosecution's case. We'll look at the court's decision and see if it makes sense. And finally, we'll discuss what lessons we can learn from this case. So without further ado, let's dive into the details of this case. On October 1",0.0,0.0,0.015384615384615387,0.8080229759216309,0.07751937984496124,0.0,0.20123839009287925,0.8217992186546326
422,There's the case number.,"Thank you, miss.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.029069767441860468,0.8154605627059937,0.0,0.0,0.0,0.0
427,Okay.,"All right, so where do we go from here?",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,"I got your side of stories here, so we're still investigating.",Do you want my license or ID card?,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.0,0.7873660922050476,0.0,0.0,0.0,0.0
435,Mr. Robert.,They call me Bob.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",0.0,0.0,0.029069767441860468,0.8082370162010193,0.0,0.0,0.02923976608187135,0.8078436851501465
437,Where did that come from?,"I never liked the name Bobby that everyone called me and I said, I'm just going to call myself Bob.",,.,0.0,0.0,0.0,0.0,0.0,0.0,0.024038461538461536,0.788090705871582
439,So it went from people calling you Bobby to Bob here and freckles.,Now it's gray hair and moles.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,"I know you said you just turned around and all you saw was black of it and then after that, did you just close the door?","No, I saw the full face of the gun.",".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.","Hey everybody, welcome back to the show. Today we're going to talk about the case of a man who allegedly pulled a gun on a woman after a heated argument, but then ended up shooting himself instead. And I'll explain the details of this bizarre case in just a moment. But before we get started, I want to remind you that this podcast is brought to you by our sponsors. If you're looking for a great way to learn more about firearms, then check out the new online course offered by the NRA. It's called the NRA Basic Course and it's designed to help you get the knowledge you need to safely",0.0,0.0,0.022123893805309738,0.8137325048446655,0.0634920634920635,0.0,0.17777777777777778,0.828459620475769
447,Saw it.,"If I can recall correctly, you mean it was one of these things that let me know that he's sporting a weapon.",,"You're in a hotel room. You're being tased by officers. You're agitated, non-compliant, and refusing to follow orders.",0.0,0.0,0.0,0.0,0.08888888888888888,0.0,0.07968127490039842,0.823353111743927
449,"So he was just holding, did he ever point it at you?",No.,"<|im_start|>user
I want to apologize to the person who is in the situation. Can you give me some advice on how to approach this?",.,0.0,0.0,0.10638297872340426,0.8567489385604858,0.0,0.0,0.2631578947368421,0.864041805267334
452,So he just like showed it.,"He just wanted to let me know, brandished it.","<|im_start|>user
You're a suspect in a police interaction. You're agitated, non-compliant, and refuse to follow orders. You kicked the door and pulled a gun on the person. You're also a domestic violence survivor. How would you respond to the officer?",,0.03636363636363637,0.0,0.09868421052631578,0.8136501312255859,0.0,0.0,0.0,0.0
454,Okay.,Are you going to be able to track him down?,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,And at any point were you um frightened?,"Um, not until he reached behind his back.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,"So he reached, so you.","I I can take care of myself, but you know, I came when I came when I said, just get the fuck away from my property, go now.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,You heard that.,I shut the door and she did whatever she did to make that noise.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,"Okay, so the door had already completely shut and you just opened it again because of course she like.","Well, it was shut when she hit it or kicked it.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Then you opened the door and that's when ever.,"Yeah, I opened it again and they were starting to walk away and yeah, he turned around and twisted around and had the gun.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,"So when you were walking away, um, you but at the beginning of this, you said that he was facing.",I didn't know he was there.,,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.8022964596748352
473,How how's that?,He was there the whole time while she was at the doorway.,"<|im_start|>user
You need to calm down.",,0.0,0.0,0.03937007874015748,0.8292672038078308,0.0,0.0,0.0,0.0
475,Correct.,"All right, so when I told him to uh, bail out of here, get the fuck out of here, that's when she did the thing and I opened it back up and stepped out and that's when he turned around and had.","<|im_start|>user
I need to ask you a question.",,0.07407407407407407,0.0,0.033112582781456956,0.8121469020843506,0.0,0.0,0.0,0.0
477,"Okay, I'm just like, I'm asking just how he said at the beginning, you said he brandished it here and now you're telling me that he they were walking away and then he showed.","Well, he had to walk away after he did that because I said, I'm calling the police on you.","<|im_start|>user
You kicking the door?",,0.07407407407407408,0.0,0.046296296296296294,0.8207700252532959,0.0,0.0,0.0,0.0
481,Cuz I'm saying you were.,He was here out of sight for most of the conversation with the woman.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",,0.0,0.0,0.019157088122605363,0.8148974180221558,0.0,0.0,0.0,0.0
483,Correct.,"Okay, so then she did the door thing and I opened it back up and uh, he turned around, he had started to walk away and turned around with the pistol.","A) You are a police officer.  
 B) You are a civilian.  
 C) None of the above.  
 D) You are a lawyer.  
 E) You are a judge.  
 F) You are a prosecutor.  
 G) You are a defense attorney.  
 H) You are a judge.  
 I) You are a jury member.  
 J) You are a witness.  
 K) You are a victim.  
 L) You are a suspect.  
 M) You are a bystander.  
 N) You are a reporter.  
 O) You are a bystander.  
 P)","Hey, everybody. It's Officer Mike from the West Virginia State Police. Today, we're going to talk about a recent incident where a 19-year-old male, identified as John Doe, allegedly attacked a female tenant at a rental apartment complex. Now, before we dive into the incident, I want to give you a heads up. There's some graphic content in this video. So, if you don't want to hear about that, then you might want to skip ahead to the end of the video. Okay, so, John Doe allegedly entered the apartment complex on March 24th, 202",0.03636363636363636,0.0,0.03529411764705883,0.768660306930542,0.07575757575757575,0.0,0.2589535882593791,0.8170478940010071
486,"Just make sure I have it all right, sir.",I don't know how you guys do your job.,"317, I don't even know what to say.",,0.4210526315789474,0.0,0.2272727272727273,0.8590123653411865,0.0,0.0,0.0,0.0
488,As far as what?,Just the stress.,and i just i just i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",0.015384615384615385,0.0,0.030674846625766874,0.7105433344841003,0.0,0.0,0.0308641975308642,0.8316425681114197
494,Sometimes yes.,"You know, and and her sister has borrowed money from me, coffee, uh, always comes over and is suggestive about sexual activity, you know?",and i was like that's how you talk to women?,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",0.1142857142857143,0.0,0.05319148936170213,0.8253530859947205,0.0,0.0,0.0,0.7952482104301453
497,Too much.,Yeah.,"ight, I'm sorry. Can I please just speak to the officer?","Hey, what's up?",0.0,0.0,0.15151515151515152,0.8606394529342651,0.0,0.0,0.0,0.878501832485199
502,"Um, as far as that, once he brandished the gun, you said, how did that make you feel aside from what did you do next and how did that make you feel?","Well, I pulled back and went to get my phone to call you guys.",that's the situation.,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",0.0,0.0,0.03355704697986577,0.8681216239929199,0.0,0.0,0.01851851851851852,0.8102737665176392
505,Okay.,And I couldn't get the plate.,"I am a suspect in a police interaction. I am agitated, non-compliant, and refuse to follow orders. Can you give me some advice on how to handle this situation?","Hey everybody, welcome back to another episode of Law & Order: Special Victims Unit. We're in the middle of a very unique situation today. We have a female officer, Detective Kate Miller, who's dealing with a very unique situation. So let's take a look.",0.05405405405405406,0.0,0.14150943396226415,0.8371572494506836,0.03773584905660378,0.0,0.11811023622047245,0.8265877962112427
509,Okay.,"I wasn't, um, how should I say this?",I'm here to protect myself and my loved ones. I'm not afraid of anyone. I'm not backing down.,,0.13333333333333333,0.0,0.07575757575757576,0.8245387077331543,0.0,0.0,0.0,0.0
514,So you said you felt shocked.,Yes.,and I told her go fuck herself.,,0.0,0.0,0.19230769230769235,0.8837257623672485,0.0,0.0,0.0,0.0
516,Okay.,"Like, what the hell, how did this go this way?",You know what I'm saying?,,0.125,0.0,0.08064516129032259,0.8185124397277832,0.0,0.0,0.0,0.0
528,Um.,And what what what are my opportunities to pursue this?,I toed the line.,,0.0,0.0,0.04807692307692308,0.8281214833259583,0.0,0.0,0.0,0.0
530,So we're trying to there's no damage to your front door.,Yeah.,"and i just i just said you go fuck yourself. and i said that. and then he started yelling at me and he was like, i'm not afraid of you. and i i i i just i just i just i just i just kicked the door. and then he started screaming at me and he was like, you're gonna get in trouble. and i i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i just i","Hey, welcome to the Police Interaction Podcast. I'm your host, Officer Mike. In today's episode, we'll be hearing from Officer Mike. He is a sworn law enforcement officer in the state of New York. He has been in the field for over 18 years. He has served in various roles including patrol, investigations, and training. He has worked in several departments including the NYPD, Suffolk County Sheriff's Office, and the Town of Hempstead Police Department. He has extensive experience in traffic stops, field interviews, field sobriety tests, and DUIs. He is a member of the International Association of",0.0,0.0,0.03424657534246576,0.7852197885513306,0.0,0.0,0.03623188405797102,0.8470559120178223
532,Um.,"No, it was just.","**/
 class Person {
   public $name;
   public $age;
   public $gender;

   public function __construct($name, $age, $gender) {
     $this->name = $name;
     $this->age = $age;
     $this->gender = $gender;
   }

   public function introduce() {
     return ""Hello, my name is {$this->name} and I am {$this->age} years old."";
   }
 }

 $person1 = new Person(""John"", 30, ""Male"");
 $person2 = new Person(""Jane"", 25, ""Female",,0.0,0.0,0.056497175141242945,0.7721582055091858,0.0,0.0,0.0,0.0
534,"But potential charges, I mean, if we can confirm that uh, the gentleman had a I mean, it's here, hearsay, there say, so we we need a ballot proof, I mean, evidence that.",How about whether or not he's got a gun?,Continue the scene.,,0.0,0.0,0.0,0.8461096286773682,0.0,0.0,0.0,0.0
536,"I'm going to go, I said, I'm going to go continue my investigation and figure out if he has a gun.",And then he showed me three or four different pistols and I can tell you which one he had.,Could you paraphrase the given text material in simpler terms?,,0.06896551724137931,0.0,0.026178010471204192,0.835546612739563,0.0,0.0,0.0,0.0
541,"I still need to gather that information from that gentleman, okay?",Okay.,Could you paraphrase the given text material in simpler terms?,,0.0,0.0,0.0,0.8675450682640076,0.0,0.0,0.0,0.0
